ip,finger,hash,name,race,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,alignment,skills,weapons,spells,castingStat,choices,country,countryCode,processedAlignment,good,lawful,processedRace,processedSpells,processedWeapons,levelGroup,alias
7e837f3,c0ea977,26fe8cdc6ea1d6fe8c2c1c2ec62113ea,df2ca391,Lightfoot Halfling,Criminal,7/1/2020 13:47,Rogue 3,Rogue,Mastermind,3,,18,14,8,17,10,14,12,14,,Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion,Shortsword|Dagger|Longsword,,Int,expertise/Stealth*Investigation,United States,US,,NA,NA,Halfling,,Shortsword|Dagger|Longsword,3-Jan,practical_chaum
a33b4a6,c34faaa,19055794e203fd64aeb528aa08cfbc07,d3591bdb,Warforged,Acolyte,7/1/2020 4:38,Artificer 3,Artificer,Artillerist,3,,33,17,9,15,20,18,10,12,Chaotic Good,Stealth|Arcana|History|Religion|Insight,"Handaxe|Light hammer|Crossbow, light",Mending*0|Thorn Whip*0|Shield*1|Thunderwave*1|Feather Fall*1|Absorb Elements*1|Cure Wounds*1|Disguise Self*1|Purify Food And Drink*1,Int,,Mexico,MX,CG,NA,NA,Warforged,Mending*0|Thorn Whip*0|Shield*1|Thunderwave*1|Feather Fall*1|Absorb Elements*1|Cure Wounds*1|Disguise Self*1|Purify Food and Drink*1,"Handaxe|Light hammer|Crossbow, Light",3-Jan,festive_varahamihira
e219a61,d63ad02,4513d9d38df8d74b2b074fef1baa1fd9,f14ab80b,Animal Hybrid,Clan Crafter,6/30/2020 20:59,Barbarian 3,Barbarian,Path of the Storm Herald,3,,45,14,16,12,16,13,10,8,,Athletics|History|Insight|Perception,Maul|Handaxe|Javelin,,Int,animal enhancement/Underwater Adaptation,United States,US,,NA,NA,Simic hybrid,,Maul|Handaxe|Javelin,3-Jan,boring_cannon
30ea474,18cd36f,cc98a193a6add1b452ddde87eaa9b67c,f5250c55,Goblin,Urchin,6/28/2020 22:06,Rogue 3,Rogue,Thief,3,,24,15,8,16,14,12,14,12,,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception,"Rapier|Dagger|Crossbow, Light",,Int,expertise/Stealth*Sleight of Hand,United States,US,,NA,NA,Goblin,,"Rapier|Dagger|Crossbow, Light",3-Jan,recursing_mclean
ba677b2,ba3f720,6e6b6f3dbff11854416a39e146372c88,aef40eae,Human,Guild Artisan,6/27/2020 17:25,Ranger 3,Ranger,Beast Master,3,,35,16,9,16,15,11,13,8,,Stealth|Animal Handling|Insight|Perception|Persuasion,Shortsword|Longbow,,Wis,fighting style/Archery,Canada,CA,,NA,NA,Human,,Shortsword|Longbow,3-Jan,agitated_tereshkova
a146f0f,1a181bf,b4fcdc2f808a1f445027f99f6d82b6a4,f2da7a8e,Human,Outlander,6/21/2020 21:27,Druid 3,Druid,Circle of the Land,3,Alert,24,13,15,15,15,11,18,17,,Athletics|Nature|Animal Handling|Medicine|Survival,Quarterstaff|Scimitar,Shillelagh*0|Produce Flame*0|Speak With Animals*1|Detect Poison And Disease*1|Entangle*1|Purify Food And Drink*1|Ice Knife*1|Blur*2|Silence*2|Spike Growth*2|Locate Animals Or Plants*2,Wis,,United States,US,,NA,NA,Human,Shillelagh*0|Produce Flame*0|Speak with Animals*1|Detect Poison and Disease*1|Entangle*1|Purify Food and Drink*1|Ice Knife*1|Blur*2|Silence*2|Spike Growth*2|Locate Animals or Plants*2,Quarterstaff|Scimitar,3-Jan,flamboyant_colden
a146f0f,1a181bf,e2d92ef068be607d6531f22dc5d795ff,b71fc497,Dragonborn,Outlander,6/21/2020 20:54,Sorcerer 3,Sorcerer,Draconic Bloodline,3,,26,14,14,12,16,11,9,16,,Athletics|Insight|Survival|Intimidation,"Crossbow, light|Dagger",Minor Illusion*0|Poison Spray*0|Presdigitation*0|Firebolt*0|Charm Person*1|Witch Bolt*1|Disguise Self*1|Invisibility*2,Cha,metamagic/Quickened Spell*Empowered Spell,United States,US,,NA,NA,Dragonborn,Minor Illusion*0|Poison Spray*0|Prestidigitation*0|Fire Bolt*0|Charm Person*1|Witch Bolt*1|Disguise Self*1|Invisibility*2,"Crossbow, Light|Dagger",3-Jan,ecstatic_swartz
d77719b,7d9aa02,8aaf7c8bef4362145c00f2d3ac8ebd01,6f8fead9,Goliath,Folk Hero,6/21/2020 2:55,Barbarian 3,Barbarian,Path of the Berserker,3,,35,15,17,15,16,8,8,8,,Athletics|Animal Handling|Perception|Survival|Intimidation,Greataxe|Handaxe|Javelin,,Int,,United States,US,,NA,NA,Goliath,,Greataxe|Handaxe|Javelin,3-Jan,clever_germain
2a067f1,e81a6ca,1d8ea6fd746388054662081025c79211,53b716cb,Tabaxi,Cloistered Scholar,6/19/2020 18:58,Bard 3,Bard,College of Lore,3,,21,15,11,18,13,14,12,16,CN,Acrobatics|Stealth|Arcana|History|Investigation|Insight|Medicine|Perception|Persuasion,Rapier|Dagger|Claws,Vicious Mockery*0|Minor Illusions*0|Faerie Fire*1|Heroism*1|Healing Word*1|Sleep*1|Invisibility *2|Silence*2,Cha,expertise/Perception*Investigation,United Kingdom,GB,CN,NA,NA,Tabaxi,Vicious Mockery*0|Minor Illusion*0|Faerie Fire*1|Heroism*1|Healing Word*1|Sleep*1|Invisibility*2|Silence*2,Rapier|Dagger|,3-Jan,zen_hawking
7443315,259f2ca,c70515ceb9105f864cd26939a5abc05d,8e264c32,Human,City Watch,6/19/2020 15:09,Fighter 3,Fighter,Battle Master,3,Polearm Master,33,16,18,13,16,14,10,10,,Athletics|Insight|Perception|Survival|Intimidation,"Halberd|Battleaxe|Crossbow, light",,Int,fighting style/Great Weapon Fighting|combat superiority maneuvers/Trip Attack*Riposte*Commander�s Strike,United States,US,,NA,NA,Human,,"Halberd|Battleaxe|Crossbow, Light",3-Jan,elastic_varahamihira
,9d3706f,020d0a5ef4b1a7c8a1085e7f5f5163a7,ce63be6c,Human,Folk Hero,6/11/2020 19:40,Ranger 3,Ranger,Beast Master,3,Observant,35,15,16,12,14,8,16,8,Lawful Good,Athletics|Animal Handling|Insight|Medicine|Perception|Survival,Handaxe|Handaxe|Longbow,Cure Wounds*1|Hunter's Mark*1|Beast Bond*1,Wis,fighting style/Two-Weapon Fighting,Canada,CA,LG,NA,NA,Human,Cure Wounds*1|Hunter's Mark*1|Beast Bond*1,Handaxe|Handaxe|Longbow,3-Jan,quirky_jang
7e92cf6,94dc922,870e39723c0b4650802816216a86e7bd,ad056d25,Human,Soldier,6/11/2020 15:15,Barbarian 3,Barbarian,Path of the Totem Warrior,3,Tavern Brawler,30,16,16,14,16,10,10,8,,Athletics|Acrobatics|Perception|Survival|Intimidation,Battleaxe|Javelin|Greataxe|Longsword|Warhammer,,Int,,United States,US,,NA,NA,Human,,Battleaxe|Javelin|Greataxe|Longsword|Warhammer,3-Jan,ecstatic_driscoll
72cc516,420580d,fce6e2245f327de083379576c60fb696,d6ad0646,Half-Elf,Outlander,6/10/2020 4:09,Bard 3,Bard,College of Lore,3,,27,12,13,13,16,10,10,15,,Athletics|Sleight of Hand|Arcana|Perception|Survival|Deception|Intimidation|Performance|Persuasion,Handaxe|Dagger,,Cha,expertise/Persuasion*Perception,United States,US,,NA,NA,Half-Elf,,Handaxe|Dagger,3-Jan,thirsty_poitras
123ce8d,4b4c99c,c8562790e2db7839f82ee839790c5c47,dcdb4874,Shadow Elf,Urban Bounty Hunter,6/5/2020 10:32,Ranger 3,Ranger,Hunter,3,,31,16,8,18,16,12,11,10,,Athletics|Stealth|Investigation|Insight|Perception|Survival,Shortsword|Hand Crossbow,,Wis,fighting style/Archery,United Kingdom,GB,,NA,NA,Elf,,"Shortsword|Crossbow, hand",3-Jan,upbeat_burnell
123ce8d,4b4c99c,835e4bf024938fe89698aff7a6cd7bf4,4c94b664,Half-Elf,City Watch,6/5/2020 10:27,Rogue 3,Rogue,Inquisitive,3,,21,15,10,16,12,16,12,10,,Athletics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Performance,"Rapier|Dagger|Crossbow, Hand",,Int,expertise/Investigation*Insight,United Kingdom,GB,,NA,NA,Half-Elf,,"Rapier|Dagger|Crossbow, hand",3-Jan,optimistic_kowalevski
123ce8d,4b4c99c,4709b06353ec8e9ad46f5b57e13441da,aeb56769,Half-Elf,Folk Hero,6/5/2020 10:25,Monk 3,Monk,Way of the Kensei,3,,21,16,10,16,12,12,16,10,,Acrobatics|Stealth|Animal Handling|Insight|Survival,Shortsword|Dart|Unarmed Strike|Whip,,Int,,United Kingdom,GB,,NA,NA,Half-Elf,,Shortsword|Dart|Unarmed Strike|Whip,3-Jan,inspiring_haslett
123ce8d,4b4c99c,bf9398c87051bfbbdc8bdf3f88f5b350,26113a16,Half-Elf,Smuggler,6/5/2020 10:23,Rogue 3,Rogue,Swashbuckler,3,,27,15,10,16,16,12,8,14,,Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Persuasion,"Rapier|Handaxe|Crossbow, Hand",,Int,expertise/Persuasion*Acrobatics,United Kingdom,GB,,NA,NA,Half-Elf,,"Rapier|Handaxe|Crossbow, hand",3-Jan,elegant_liskov
0bb83b6,6d1600c,e2e9c77cb48d9b83abf624d4bf2a69d6,c88bc08c,Human,Charlatan,6/4/2020 23:55,Rogue 3,Rogue,Swashbuckler,3,Dual Wielder,28,16,12,18,15,12,13,16,chaotic good,Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion,Shortsword|Shortsword|Dagger,,Int,expertise/Persuasion*Acrobatics,NA,NA,CG,NA,NA,Human,,Shortsword|Shortsword|Dagger,3-Jan,nervous_blackburn
e1457b0,56ca0f3,7b6329287c7ad9e57ba5190d6cd0bc31,61a378fa,Half-Elf,Haunted One,6/4/2020 22:50,Bard 3,Bard,College of Whispers,3,,21,13,10,14,12,14,10,17,,Acrobatics|Arcana|History|Investigation|Religion|Performance|Persuasion,Rapier|Dagger,Vicious Mockery*0|Mage Hand*0|Healing Word*1|Dissonant Whispers*1|Sleep *1|Silent Image*1|Faeries Fire*1|Shatter*2,Cha,expertise/Investigation*Arcana,NA,NA,,NA,NA,Half-Elf,Vicious Mockery*0|Mage Hand*0|Healing Word*1|Dissonant Whispers*1|Sleep*1|Silent Image*1|Faerie Fire*1|Shatter*2,Rapier|Dagger,3-Jan,suspicious_pare
e1457b0,56ca0f3,9a6002db52760ce43e7cc61792e9aee1,88981eac,Human,City Watch,6/4/2020 22:36,Ranger 3,Ranger,Beast Master,3,Observant,25,17,10,14,12,12,16,12,lg,Athletics|Stealth|Investigation|Animal Handling|Insight|Perception,Club|Longbow|Dagger,Hunter's Mark*1|Cure Wounds*1,Wis,fighting style/Defense,NA,NA,LG,NA,NA,Human,Hunter's Mark*1|Cure Wounds*1,Club|Longbow|Dagger,3-Jan,focused_allen
e1457b0,56ca0f3,21de3f1b61b799ee08f162534ba24bf7,b5ba1cbf,Sea Elf,Port City Noble,6/4/2020 22:30,Warlock 3,Warlock,The Great Old One,3,,12,13,10,14,12,13,12,15,chaotic good,Arcana|History|Investigation|Perception|Persuasion,Spear|Mace|Dagger,Eldritch Blast*0|Prestidigitation*0|Mage Hand*0|Produce Flame*0|Minor Illusion*0|Hex*1|Arms Of Hadar*1|Detect Magic*1|Crown Of Madness*2,Cha,pact boon/Pact of the Tome|eldritch invocations/Agonizing Blast*Eldritch Sight,NA,NA,CG,NA,NA,Elf,Eldritch Blast*0|Prestidigitation*0|Mage Hand*0|Produce Flame*0|Minor Illusion*0|Hex*1|Arms of Hadar*1|Detect Magic*1|Crown of Madness*2,Spear|Mace|Dagger,3-Jan,festive_vaughan
,b36c601,1ef1668a3bd077e0c34701f13a8a308b,931b020e,Hill Dwarf,Acolyte,5/31/2020 0:58,Cleric 3,Cleric,Life Domain,3,,30,18,13,8,16,12,16,10,,History|Religion|Insight|Persuasion,Warhammer|Sickle,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2,Wis,,Canada,CA,,NA,NA,Dwarf,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2,Warhammer|Sickle,3-Jan,adoring_lovelace
,94f8c94,cfa37f6edeab95e2ca0f9baccee13866,382d0722,Half-Orc,Soldier,5/30/2020 23:40,Fighter 3,Fighter,Champion,3,,28,16,17,8,15,10,13,12,,Athletics|Insight|Perception|Intimidation,Greataxe|Longsword|Handaxe,,Int,fighting style/Great Weapon Fighting,Canada,CA,,NA,NA,Half-Orc,,Greataxe|Longsword|Handaxe,3-Jan,festive_knuth
,94f8c94,75fdbf1e9089268bbd5a95930d8607d6,e3b48628,Half-Orc,Soldier,5/30/2020 23:34,Fighter 3,Fighter,Champion,3,,28,18,17,8,15,10,13,12,,Athletics|Acrobatics|Perception|Intimidation,"Longsword|Crossbow, light",,Int,fighting style/Dueling,Canada,CA,,NA,NA,Half-Orc,,"Longsword|Crossbow, Light",3-Jan,wizardly_murdock
792d1ff,a8e756b,67d77208551f8f9df31779c9ef222c36,12ca805b,Half-Elf,Acolyte,5/30/2020 9:43,Sorcerer 3,Sorcerer,Draconic Bloodline,3,,15,15,9,14,14,14,12,20,Chaotic Good,Investigation|Insight|Deception|Intimidation|Persuasion,"Crossbow, light|Dagger",,Cha,metamagic/Subtle Spell*Empowered Spell,NA,NA,CG,NA,NA,Half-Elf,,"Crossbow, Light|Dagger",3-Jan,serene_galois
792d1ff,a8e756b,adc25b450e118865258ce6898fea637f,11eed824,Mountain Dwarf,Urchin,5/30/2020 9:39,Barbarian 3,Barbarian,Path of the Ancestral Guardian,3,,25,14,20,12,16,10,11,11,,Sleight of Hand|Stealth|Survival|Intimidation,Warhammer|Handaxe|Javelin,,Int,,NA,NA,,NA,NA,Dwarf,,Warhammer|Handaxe|Javelin,3-Jan,amazing_proskuriakova
,6e51f46,6f04ad1b8bcd495d44b3a5801f3ab040,4e5ad170,Human,Noble,5/29/2020 15:23,Rogue 3,Rogue,Mastermind,3,Actor,18,14,8,16,10,13,12,16,,Acrobatics|Sleight of Hand|Stealth|History|Deception|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Deception,Canada,CA,,NA,NA,Human,,Rapier|Shortbow|Dagger,3-Jan,keen_grothendieck
addaf46,49be15a,26f590f0ae782e489aaffa916279a6b1,16109bbc,Human,Clan Crafter,5/24/2020 16:46,Fighter 3,Fighter,Champion,3,,31,19,16,12,16,11,11,11,,Athletics|History|Insight|Perception,"Battleaxe|Crossbow, light",,Int,fighting style/Defense,NA,NA,,NA,NA,Human,,"Battleaxe|Crossbow, Light",3-Jan,blissful_albattani
addaf46,49be15a,11b13aa9abb760cf634249ddadee2124,dfc2404a,Tabaxi,Entertainer,5/24/2020 16:45,Druid 3,Druid,Circle of the Shepherd,3,,24,15,11,14,12,12,14,14,,Acrobatics|Stealth|Nature|Insight|Perception|Performance,,,Wis,,NA,NA,,NA,NA,Tabaxi,,,3-Jan,flamboyant_jackson
251444c,49be15a,39ab0fe45aedf768c9f375a1a4c8b985,f04defad,Stout Halfling,Entertainer,5/24/2020 14:25,Barbarian 3,Barbarian,Path of the Totem Warrior,3,,35,16,13,16,16,8,10,12,,Athletics|Acrobatics|Perception|Performance,Warhammer|Handaxe|Javelin,,Int,,NA,NA,,NA,NA,Halfling,,Warhammer|Handaxe|Javelin,3-Jan,suspicious_clarke
63083dd,49be15a,b629b5e520cf863b034c690425c7047d,a7a48923,Warforged,Shipwright,5/23/2020 20:05,Artificer 3,Artificer,Battle Smith,3,,27,17,12,16,17,18,14,10,,Arcana|History|Investigation|Nature|Perception,"Javelin|Sling|Crossbow, light",Heroism*1|Shield*1,Int,,NA,NA,,NA,NA,Warforged,Heroism*1|Shield*1,"Javelin|Sling|Crossbow, Light",3-Jan,naughty_newton
04f364a,2fb3264,99dd038b447ca469ed00e39ef4625a82,3132b0b0,Human,Sailor,5/22/2020 4:15,Rogue 3,Rogue,Swashbuckler,3,,24,13,11,16,15,9,13,14,,Athletics|Acrobatics|Perception|Intimidation|Performance|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Perception*Acrobatics,NA,NA,,NA,NA,Human,,Rapier|Shortbow|Dagger,3-Jan,angry_darwin
a258f3c,f1d8037,187583f39a45c7c86146370d28922517,54a696f9,Human,Sage,5/22/2020 2:36,Cleric 3,Cleric,Arcana Domain,3,Magic Initiate,30,18,9,14,18,16,18,11,,Arcana|History|Religion|Insight|Perception,"Mace|Crossbow, light",Detect Magic*1|Magic Missile*1|Magic Weapon*2|Arcanist's Magic Aura*2,Wis,,NA,NA,,NA,NA,Human,Detect Magic*1|Magic Missile*1|Magic Weapon*2|Nystul's Magic Aura*2,"Mace|Crossbow, Light",3-Jan,musing_pare
a258f3c,f1d8037,114ebd3b9fc815a1a16beb4a3613addf,c85214c3,Forest Gnome,Far Traveler,5/22/2020 2:28,Druid 3,Druid,Circle of the Moon,3,,27,15,10,14,16,13,17,12,,Animal Handling|Insight|Perception|Survival,Scimitar,,Wis,,NA,NA,,NA,NA,Gnome,,Scimitar,3-Jan,fervent_kowalevski
a258f3c,f1d8037,8771c96221bf5bf854e1d0bb5a638fe1,9443f2da,Human,Hermit,5/22/2020 1:50,Cleric 3,Cleric,Arcana Domain,3,Magic Initiate,30,18,9,14,18,16,18,11,,Arcana|History|Religion|Insight|Medicine|Perception,Mace|Quarterstaff,Detect Magic*1|Magic Missile*1|Magic Weapon*2|Arcanist's Magic Aura*2,Wis,,NA,NA,,NA,NA,Human,Detect Magic*1|Magic Missile*1|Magic Weapon*2|Nystul's Magic Aura*2,Mace|Quarterstaff,3-Jan,xenodochial_curie
,f0638a3,2722f615634130512c9f198250ada908,a9777c28,High Elf,Faction Agent,5/20/2020 10:58,Cleric 3,Cleric,Death Domain,3,,30,16,10,16,14,9,15,10,,Religion|Insight|Medicine|Perception|Persuasion,"Mace|Crossbow, light",False Life*1|Ray of Sickness*1|Blindness/Deafness*2|Ray of Enfeeblement*2,Wis,,Canada,CA,,NA,NA,Elf,False Life*1|Ray of Sickness*1|Blindness/Deafness*2|Ray of Enfeeblement*2,"Mace|Crossbow, Light",3-Jan,serene_lalande
c94aace,df6bde7,e34744e4eaa60f5d3b52087d0ecc3fe2,5c156617,Half-Elf,Soldier,5/18/2020 13:47,Paladin 3,Paladin,Oath of Devotion,3,,29,18,16,14,13,8,10,14,Lawful Good,Athletics|Religion|Animal Handling|Perception|Intimidation|Persuasion,Shortsword|Javelin,Protection from Evil and Good*1|Sanctuary*1,Cha,fighting style/Protection,NA,NA,LG,NA,NA,Half-Elf,Protection from Evil and Good*1|Sanctuary*1,Shortsword|Javelin,3-Jan,objective_cocks
9545192,9f73abd,02d7f095a856be00a20fccfebc248265,a597b949,Dragonborn,Sailor,5/18/2020 0:46,Rogue 3,Rogue,Swashbuckler,3,,31,12,17,13,12,10,8,15,Chaotic Good,Athletics|Acrobatics|Sleight of Hand|Perception|Performance,Rapier|Shortbow|Dagger|Hew,,Int,expertise/Thieves' Tools*Acrobatics,NA,NA,CG,NA,NA,Dragonborn,,Rapier|Shortbow|Dagger|,3-Jan,ecstatic_wilson
134d69b,b74cb94,c9fba7af57942996556834aa1a8310dc,f87bab6e,Tabaxi,Far Traveler,5/17/2020 5:41,Warlock 3,Warlock,The Hexblade,3,,15,13,9,14,8,10,11,17,,Stealth|Investigation|Insight|Perception|Deception,"Crossbow, light|Dagger",,Cha,pact boon/Pact of the Blade|eldritch invocations/Devil's Sight*Agonizing Blast,NA,NA,,NA,NA,Tabaxi,,"Crossbow, Light|Dagger",3-Jan,charming_euclid
134d69b,b74cb94,34de2e4343a7ae869c7c1d5cb6467bbd,faf63903,Warforged,Clan Crafter,5/17/2020 5:35,Druid 3,Druid,Circle of the Moon,3,,27,13,14,13,15,12,16,10,,Arcana|History|Insight|Perception|Survival,"Crossbow, light|Light hammer",,Wis,,NA,NA,,NA,NA,Warforged,,"Crossbow, Light|Light hammer",3-Jan,kind_bohr
134d69b,b74cb94,f48cca9bce060247b4b0d387a1a1ecdc,2092740b,Tiefling,Violent Assassin,5/17/2020 5:30,Warlock 3,Warlock,The Undying,3,,15,13,14,15,9,10,12,18,,Stealth|Arcana|Investigation|Deception,"Crossbow, light|Dagger|Dagger|Quarterstaff",Spare the Dying*0,Cha,pact boon/Pact of the Chain|eldritch invocations/Grasp of Hadar*Eyes of the Rune Keeper,NA,NA,,NA,NA,Tiefling,Spare the Dying*0,"Crossbow, Light|Dagger|Dagger|Quarterstaff",3-Jan,heuristic_swanson
134d69b,b74cb94,f0c2ae8c71d5a8bdad7c7e918418ff01,da5b340a,Turtle,Noble,5/17/2020 5:21,Paladin 3,Paladin,Oath of Vengeance,3,,32,19,16,12,15,8,14,15,,History|Insight|Survival|Intimidation|Persuasion,Maul|Javelin,Bane*1|Hunter�s Mark*1,Cha,fighting style/Defense,NA,NA,,NA,NA,Turtle,Bane*1|Hunter's Mark*1,Maul|Javelin,3-Jan,frosty_aryabhata
5aa5156,9f73abd,c2890e8bd101fee49632d194defddb03,6af1b40a,Mountain Dwarf,Smuggler,5/15/2020 3:11,Fighter 3,Fighter,Eldritch Knight,3,,28,14,18,15,15,9,12,14,,Athletics|Acrobatics|Insight|Deception,Warhammer|Handaxe,Prestidigitation*0|Shocking Grasp*0|Mage Armor*1|Magic Missile*1|Witch Bolt*1,Int,fighting style/Protection,NA,NA,,NA,NA,Dwarf,Prestidigitation*0|Shocking Grasp*0|Mage Armor*1|Magic Missile*1|Witch Bolt*1,Warhammer|Handaxe,3-Jan,serene_liskov
,e842090,70eb3cd44fbe68d3af904f229f03c4c2,4915df41,Wood Elf,Smuggler,5/15/2020 3:11,Monk 3,Monk,Way of the Open Hand,3,,27,13,10,16,14,8,11,15,Chaotic Neutral,Athletics|Stealth|Insight|Perception|Deception,Quarterstaff|Dart|Unarmed strike,,Int,,Canada,CA,CN,NA,NA,Elf,,Quarterstaff|Dart|Unarmed Strike,3-Jan,determined_ritchie
,d47bace,d7d64345dc543f70582124aeb5fe931d,8b140431,Lightfoot Halfling,Urchin,5/14/2020 14:27,Rogue 3,Rogue,Arcane Trickster,3,,21,14,9,17,10,10,11,12,Neutral,Sleight of Hand|Stealth|Investigation|Insight|Perception|Persuasion,Shortsword|Shortsword|Dagger|Dagger,Mage Hand*0|Booming Blade (1d8)*0|Minor Illusion*0|Find Familiar - Owl*1|Hideous Laughter*1|Disguise Self*1,Int,expertise/Stealth*Perception,Canada,CA,NN,NA,NA,Halfling,Mage Hand*0|Booming Blade*0|Minor Illusion*0|Find Familiar*1|Tasha's Hideous Laughter*1|Disguise Self*1,Shortsword|Shortsword|Dagger|Dagger,3-Jan,quirky_easley
0cadb3a,7572215,2a0a7f81141164b00b3acd8df205790a,2acdc95a,Warforged,Shipwright,5/9/2020 19:48,Cleric 3,Cleric,Forge Domain,3,,27,18,14,12,17,10,14,8,,History|Religion|Medicine|Perception,Mace|Shortbow,Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2,Wis,,NA,NA,,NA,NA,Warforged,Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2,Mace|Shortbow,3-Jan,hardcore_montalcini
663f798,0eb8d40,39fa0a59016b77f5a46b5d2abdfa1330,7d8b8dc0,Rock Gnome,Noble,5/9/2020 17:30,Fighter 3,Fighter,Champion,3,,28,18,18,14,15,10,10,10,Lawful Neutral,Athletics|History|Intimidation|Persuasion,"Crossbow, light|Warhammer",,Int,fighting style/Protection,United States,US,LN,NA,NA,Gnome,,"Crossbow, Light|Warhammer",3-Jan,charming_dewdney
23e5886,26987df,2e5ba1812354d161ced19e17b6f87572,b94a5ad1,Lightfoot Halfling,Criminal,5/9/2020 17:28,Rogue 3,Rogue,Thief,3,,18,15,14,18,10,7,9,11,,Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Acrobatics,United States,US,,NA,NA,Halfling,,Rapier|Shortbow|Dagger,3-Jan,focused_hypatia
4431699,b2fb2cf,e854a6aef51f955328431ae66c59c9a0,9896b29c,Human,Far Traveler,5/9/2020 17:20,Cleric 3,Cleric,War Domain,3,,24,18,17,16,14,13,11,15,,Insight|Perception,Warhammer|Mace,Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2,Wis,,United States,US,,NA,NA,Human,Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2,Warhammer|Mace,3-Jan,sad_sinoussi
123ce8d,bdc7ed1,2369d8cae740aa87fc42fc9a2b6e1be0,a38b239b,Ghastly Halfling,Haunted One,5/7/2020 15:39,Ranger 3,Ranger,Monster Slayer,3,,25,16,8,18,12,12,13,8,,Stealth|History|Investigation|Animal Handling|Perception,"Shortsword|Longbow|Crossbow, Light|Dart|Whip|Crossbow, Hand",Protection from Evil and Good*1,Wis,fighting style/Archery,United Kingdom,GB,,NA,NA,Halfling,Protection from Evil and Good*1,"Shortsword|Longbow|Crossbow, Light|Dart|Whip|Crossbow, hand",3-Jan,mystifying_sammet
757163b,,9960128970d9502056327cd5dd3d955b,616df56e,Warforged,Criminal,5/4/2020 11:53,Artificer 3,Artificer,Battle Smith,3,,27,21,8,14,16,16,10,10,,Stealth|Arcana|History|Perception|Deception,"Dagger|Quarterstaff|Crossbow, light|Crossbow, hand",Heroism*1|Shield*1,Int,,Canada,CA,,NA,NA,Warforged,Heroism*1|Shield*1,"Dagger|Quarterstaff|Crossbow, Light|Crossbow, hand",3-Jan,sweet_kalam
8cbeb9e,7dcebf8,6ec71e1b64c51fecb581563d62a14b00,e333f79c,Kenku,Criminal,5/4/2020 6:02,Wizard 3,Wizard,School of Illusion,3,,19,13,8,17,13,18,17,13,,Sleight of Hand|Stealth|Arcana|Insight|Deception,Quarterstaff,Fire Bolt*0|Lightning Lure*0|Toll The Dead*0|Minor Illusion*0|Cause Fear*1|Charm Person*1|Chromatic Orb*1|False Life*1|Find Familiar*1|Ice Knife*1|Jump*1|Longstrider*1|Magic Missile*1|Alter Self*2|Cloud Of Daggers*2|Invisibility*2,Int,,United States,US,,NA,NA,Kenku,Fire Bolt*0|Lightning Lure*0|Toll the Dead*0|Minor Illusion*0|Cause Fear*1|Charm Person*1|Chromatic Orb*1|False Life*1|Find Familiar*1|Ice Knife*1|Jump*1|Longstrider*1|Magic Missile*1|Alter Self*2|Cloud of Daggers*2|Invisibility*2,Quarterstaff,3-Jan,agitated_turing
1e8a2d3,de1c00e,6f71fcfcc600a79f7a7574051dda2a81,b8282bc8,Wood Elf,Guild Artisan,5/3/2020 10:11,Ranger 3,Ranger,Beast Master,3,,24,16,8,17,14,12,15,8,,Stealth|Investigation|Nature|Insight|Perception|Persuasion,Shortsword|Longbow,,Wis,fighting style/Archery,Philippines,PH,,NA,NA,Elf,,Shortsword|Longbow,3-Jan,infallible_volhard
8f6de41,b62550a,7ac0d7d581bffd5881716629a4bebc1b,7ead16f6,Human,Outlander,5/2/2020 4:02,Fighter 3,Fighter,Echo Knight,3,Sentinel,27,18,17,14,16,8,12,10,,Athletics|Acrobatics|Perception|Survival,"Longsword|Crossbow, light",,Int,fighting style/Dueling,United States,US,,NA,NA,Human,,"Longsword|Crossbow, Light",3-Jan,stoic_babbage
5d366f0,2c283c4,e6fd40424d55cff78847d30510a7f04d,bae3fc90,Lightfoot Halfling,Charlatan,5/2/2020 3:55,Rogue 3,Rogue,Arcane Trickster,3,,18,15,10,18,12,14,8,16,,Acrobatics|Sleight of Hand|Stealth|Deception|Intimidation|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Sleight of Hand,Canada,CA,,NA,NA,Halfling,,Rapier|Shortbow|Dagger,3-Jan,serene_noyce
